Mod:Item:MetaData, Localized Name
forestry:engine_generator:0, Bio Generator
dragonmounts:dragon_egg:0, Aether Dragon Egg
dragonmounts:dragon_egg:5, Ice Dragon Egg
dragonmounts:dragon_egg:6, Nether Dragon Egg
dragonmounts:dragon_egg:3, Forest Dragon Egg
dragonmounts:dragon_egg:7, Water Dragon Egg
dragonmounts:dragon_egg:2, Fire Dragon Egg
dragonmounts:dragon_egg:1, Ender Dragon Egg
dragonmounts:dragon_egg:4, Ghost Dragon Egg
pressure:debugger, Pressure System Debugger
pressure:interface, Pressure System Interface
pressure:tank_wall, Tank Wall
pressure:fluid_interface, Fluid Interface
pressure:hand_pump, Hand Pump
pressure:canister:0, Canister - Water
pressure:canister:0, Canister - Lava
pressure:canister:0, Canister - Coolant
pressure:canister:0, Canister - Steam
pressure:canister:0, Canister - Wood Gas
pressure:canister:0, Canister - Oil (§bCool§r)
pressure:canister:0, Canister - Oil (§6Hot§r)
pressure:canister:0, Canister - Oil (§cSearing§r)
pressure:canister:0, Canister - Residue (§bCool§r)
pressure:canister:0, Canister - Residue (§6Hot§r)
pressure:canister:0, Canister - Residue (§cSearing§r)
pressure:canister:0, Canister - Heavy Oil (§bCool§r)
pressure:canister:0, Canister - Heavy Oil (§6Hot§r)
pressure:canister:0, Canister - Heavy Oil (§cSearing§r)
pressure:canister:0, Canister - Dense Oil (§bCool§r)
pressure:canister:0, Canister - Dense Oil (§6Hot§r)
pressure:canister:0, Canister - Dense Oil (§cSearing§r)
pressure:canister:0, Canister - Distilled Oil (§bCool§r)
pressure:canister:0, Canister - Distilled Oil (§6Hot§r)
pressure:canister:0, Canister - Distilled Oil (§cSearing§r)
pressure:canister:0, Canister - Dense Fuel (§bCool§r)
pressure:canister:0, Canister - Dense Fuel (§6Hot§r)
pressure:canister:0, Canister - Dense Fuel (§cSearing§r)
pressure:canister:0, Canister - Mixed Heavy Fuels (§bCool§r)
pressure:canister:0, Canister - Mixed Heavy Fuels (§6Hot§r)
pressure:canister:0, Canister - Mixed Heavy Fuels (§cSearing§r)
pressure:canister:0, Canister - Light Fuel (§bCool§r)
pressure:canister:0, Canister - Light Fuel (§6Hot§r)
pressure:canister:0, Canister - Light Fuel (§cSearing§r)
pressure:canister:0, Canister - Mixed Light Fuels (§bCool§r)
pressure:canister:0, Canister - Mixed Light Fuels (§6Hot§r)
pressure:canister:0, Canister - Mixed Light Fuels (§cSearing§r)
pressure:canister:0, Canister - Gaseous Fuel (§bCool§r)
pressure:canister:0, Canister - Gaseous Fuel (§6Hot§r)
pressure:canister:0, Canister - Gaseous Fuel (§cSearing§r)
pressure:canister:0, Canister - Ethanol
pressure:canister:0, Canister - Biomass
pressure:canister:0, Canister - Liquid Glass
pressure:canister:0, Canister - Honey
pressure:canister:0, Canister - Crushed Ice
pressure:canister:0, Canister - Fruit Juice
pressure:canister:0, Canister - Milk
pressure:canister:0, Canister - Seed Oil
pressure:canister:0, Canister - Short Mead
pressure:canister:0, Canister - Molten Spectrite
pressure:canister:0, Canister - Molten Tungsten
pressure:canister:0, Canister - Molten Red Alloy
pressure:canister:0, Canister - Molten Thorium
pressure:canister:0, Canister - Molten Invar
pressure:canister:0, Canister - Molten Zinc
pressure:canister:0, Canister - Molten Bronze
pressure:canister:0, Canister - Molten Silver
pressure:canister:0, Canister - Molten Steel
pressure:canister:0, Canister - Molten Technetium
pressure:canister:0, Canister - Molten Manganese
pressure:canister:0, Canister - Molten Magnalium
pressure:canister:0, Canister - Molten Gold
pressure:canister:0, Canister - Molten Copper
pressure:canister:0, Canister - Molten Electrum
pressure:canister:0, Canister - Molten Antimony
pressure:canister:0, Canister - Molten Constantan
pressure:canister:0, Canister - Molten Lead
pressure:canister:0, Canister - Molten Osmiridium
pressure:canister:0, Canister - Molten Aluminium
pressure:canister:0, Canister - Molten Platinum
pressure:canister:0, Canister - Molten Tin
pressure:canister:0, Canister - Molten Chrome
pressure:canister:0, Canister - Molten Brass
pressure:canister:0, Canister - Molten Plutonium
pressure:canister:0, Canister - Molten Refined Iron
pressure:canister:0, Canister - Molten Uranium
pressure:canister:0, Canister - Molten Stainless Steel
pressure:canister:0, Canister - Molten Tungstensteel
pressure:canister:0, Canister - Molten Titanium
pressure:canister:0, Canister - Molten Iridum
pressure:canister:0, Canister - Molten Nickel
pressure:canister:0, Canister - Molten Osmium
pressure:canister:0, Canister - Molten Iron
pressure:canister:0, Canister - Molten Nichrome
pressure:canister:0, Canister - Propane
pressure:canister:0, Canister - Hydrogen
pressure:canister:0, Canister - Tritium
pressure:canister:0, Canister - Helium-3
pressure:canister:0, Canister - Argon
pressure:canister:0, Canister - Carbon Dioxide
pressure:canister:0, Canister - Helium
pressure:canister:0, Canister - Deuterium
pressure:canister:0, Canister - Oxygen
pressure:canister:0, Canister - Methane
pressure:canister:0, Canister - Neon
pressure:canister:0, Canister - Nitrogen
pressure:canister:0, Canister - Biofuel
pressure:canister:0, Canister - Crude Oil
pressure:canister:0, Canister - Diesel
pressure:canister:0, Canister - Nitro-CoalFuel
pressure:canister:0, Canister - Coalfuel
pressure:canister:0, Canister - Heatant
pressure:canister:0, Canister - Naphtha
pressure:canister:0, Canister - Nitric Acid
pressure:canister:0, Canister - Nitro Diesel
pressure:canister:0, Canister - Glyceryl
pressure:canister:0, Canister - Fuel
pressure:canister:0, Canister - Beryllium
pressure:canister:0, Canister - Nitrogen Dioxide
pressure:canister:0, Canister - Sodium
pressure:canister:0, Canister - Sulfuric Acid
pressure:canister:0, Canister - Sodium Sulfide
pressure:canister:0, Canister - Potassium
pressure:canister:0, Canister - Sodium Persulfate
pressure:canister:0, Canister - Mercury
pressure:canister:0, Canister - Gasoline
pressure:canister:0, Canister - Creosote Oil
pressure:canister:0, Canister - Calcium
pressure:canister:0, Canister - Chlorine
pressure:canister:0, Canister - Lubricant
pressure:canister:0, Canister - Nitro-Carbon
pressure:canister:0, Canister - Incredible Magic Dye
pressure:canister:0, Canister - Biogas
pressure:canister:0, Canister - Rocket Fuel
pressure:canister:0, Canister - Enriched Lava
pressure:configurator, Fluid Filter Configurator
pressure:pipe, High Pressure Pipe
pressure:check_valve, High Pressure Check Valve
pressure:pipe_sensor, High Pressure Pipe Sensor
pressure:pump, High Pressure Pump
pressure:output, High Pressure Output
pressure:input, High Pressure Input
pressure:water_source, Infinite Water Source
pressure:creative_source, Creative Fluid Source
pressure:drain, Fluid Drain
pressure:sluice, Sluice
pressure:tank_controller, Tank Controller
pressure:router, High Pressure Router
pressure:tank_block, Tank Block
pressure:tank_indicator, Tank Indicator Block
pressure:tank_fluid_output, Tank Fluid Outlet
pressure:tank_fluid_output_auto, Powered Tank Fluid Outlet
pressure:tank_fluid_input, Tank Fluid Intake
pressure:tank_fluid_access, Tank Access Port
pressure:tank_pressure_output, Tank Pressure Outlet
pressure:tank_pressure_input, Tank Pressure Intake
pressure:tank_interface, Tank Interface
pressure:tank_filter, Tank Fluid Filter
pressure:tank_sensor, Tank Sensor
sereneseasons:greenhouse_glass:0, Greenhouse Glass
sereneseasons:season_sensor_spring:0, Season Sensor
sereneseasons:season_sensor_summer:0, Season Sensor
sereneseasons:season_sensor_autumn:0, Season Sensor
sereneseasons:season_sensor_winter:0, Season Sensor
sereneseasons:ss_icon, SS Icon
sereneseasons:season_clock, Season Clock
gravisuit:advancedelectricjetpack, Advanced Electric Jetpack
gravisuit:advancednuclearjetpack, Advanced Nuclear Jetpack
gravisuit:advancednanochestplate, Advanced Nano Chestplate
gravisuit:advancednuclearnanochestplate, Advanced Nuclear Nano Chestplate
gravisuit:gravisuit, Gravitation Chestplate
gravisuit:nucleargravisuit, Nuclear Gravitation Chestplate
gravisuit:advancedlappack, Advanced Lappack
gravisuit:ultimatelappack, Ultimate Lappack
gravisuit:gravitool:0, Gravitool
gravisuit:gravitool:0, Gravitool
gravisuit:advanceddrill, Advanced Diamond Drill
gravisuit:advancedchainsaw, Advanced Diamond Chainsaw
gravisuit:vajra, Vajra
gravisuit:superconductorcover, Super Conductor Cover
gravisuit:superconductor, Super Conductor
gravisuit:coolingcore, Cooling Core
gravisuit:gravitationengine, Gravitation Engine
gravisuit:magnetron, Magnetron
gravisuit:vajracore, Vajra Core
gravisuit:engineboost, Engine Booster
gravisuit:relocator, Relocator
gtclassic:redgarnet_block, Block of Red Garnet
gtclassic:sapphire_block, Block of Sapphire
gtclassic:yellowgarnet_block, Block of Yellow Garnet
gtclassic:olivine_block, Block of Olivine
gtclassic:ruby_block, Block of Ruby
gtclassic:tungsten_block, Block of Tungsten
gtclassic:thorium_block, Block of Thorium
gtclassic:invar_block, Block of Invar
gtclassic:zinc_block, Block of Zinc
gtclassic:steel_block, Block of Steel
gtclassic:technetium_block, Block of Technetium
gtclassic:manganese_block, Block of Manganese
gtclassic:magnalium_block, Block of Magnalium
gtclassic:electrum_block, Block of Electrum
gtclassic:antimony_block, Block of Antimony
gtclassic:constantan_block, Block of Constantan
gtclassic:lead_block, Block of Lead
gtclassic:osmiridium_block, Block of Osmiridium
gtclassic:aluminium_block, Block of Aluminium
gtclassic:platinum_block, Block of Platinum
gtclassic:beryllium_block, Block of Beryllium
gtclassic:chrome_block, Block of Chrome
gtclassic:brass_block, Block of Brass
gtclassic:plutonium_block, Block of Plutonium
gtclassic:stainlesssteel_block, Block of Stainless Steel
gtclassic:tungstensteel_block, Block of Tungstensteel
gtclassic:titanium_block, Block of Titanium
gtclassic:iridium_block, Block of Iridium
gtclassic:nickel_block, Block of Nickel
gtclassic:osmium_block, Block of Osmium
gtclassic:brittlecharcoal, Brittle Charcoal
gtclassic:superfuel, Solid Super Fuel
gtclassic:superfuelmagic, Magic Solid Super Fuel
gtclassic:gold_bedrockore, Bedrock Ore
gtclassic:iron_bedrockore, Bedrock Ore
gtclassic:coal_bedrockore, Bedrock Ore
gtclassic:lapis_bedrockore, Bedrock Ore
gtclassic:diamond_bedrockore, Bedrock Ore
gtclassic:redstone_bedrockore, Bedrock Ore
gtclassic:emerald_bedrockore, Bedrock Ore
gtclassic:copper_bedrockore, Bedrock Ore
gtclassic:tin_bedrockore, Bedrock Ore
gtclassic:uranium_bedrockore, Bedrock Ore
gtclassic:silver_bedrockore, Bedrock Ore
gtclassic:sheldonite_bedrockore, Bedrock Ore
gtclassic:ruby_bedrockore, Bedrock Ore
gtclassic:sapphire_bedrockore, Bedrock Ore
gtclassic:bauxite_bedrockore, Bedrock Ore
gtclassic:iridium_ore, Iridium Ore
gtclassic:sheldonite_ore, Sheldonite Ore
gtclassic:ruby_ore, Ruby Ore
gtclassic:sapphire_ore, Sapphire Ore
gtclassic:bauxite_ore, Bauxite Ore
gtclassic:fusion, Fusion Coil
gtclassic:lapotron, Lapotron Block
gtclassic:highlyadvanced, Highly Advanced Machine Block
gtclassic:chargeomat, Charge-O-Mat
gtclassic:computercube, Computer Cube
gtclassic:industrialcentrifuge, Industrial Centrifuge
gtclassic:charcoalpit, Charcoal Pile Igniter
gtclassic:disassembler, Disassembler
gtclassic:bedrockminer, Bedrock Miner
gtclassic:matterfabricator, Matter Fabricator
gtclassic:uumassembler, UUM-Assembler
gtclassic:echotronblock, Echotron
gtclassic:playerdetector, Player Detector
gtclassic:mobrepeller, Monster Repellator
gtclassic:energytransmitter, Microwave Energy Transmitter
gtclassic:dragoneggenergysiphon, Trophy Energy Siphon
gtclassic:magicenergyconverter, Magic Energy Converter
gtclassic:magicenergyabsorber, Magic Energy Absorber
gtclassic:fusionreactor, Fusion Reactor
gtclassic:lightningrod, Lightning Rod
gtclassic:tesseractmaster, Tesseract Generator
gtclassic:tesseractslave, Tesseract Terminal
gtclassic:batteryblocklv:0, Low Voltage Battery Block
gtclassic:batteryblocklv:0, Low Voltage Battery Block
gtclassic:lesu, LESU
gtclassic:aesu, AESU
gtclassic:idsu, IDSU
gtclassic:supercondensator, Supercondensator
gtclassic:worktable, Basic Worktable
gtclassic:cabinet, Cabinet
gtclassic:drum, Drum
gtclassic:digitalchest, Digital Chest
gtclassic:quantumchest, Quantum Chest
gtclassic:quantumtank, Quantum Tank
gtclassic:blockextender, Block Extender
gtclassic:displayscreen, Display Screen
gtclassic:redstonetransmitter, Redstone Transmitter
gtclassic:redstonereceiver, Redstone Receiver
gtclassic:autocrafter, Electric Craftingtable
gtclassic:rockbreaker, Electric Rock Breaker
gtclassic:translocator, Item Translocator
gtclassic:typefilter, Type Filter
gtclassic:itemfilter, Item Filter
gtclassic:buffersmall, Small Item Buffer
gtclassic:bufferlarge, Large Item Buffer
gtclassic:translocatorfluid, Fluid Translocator
gtclassic:bufferfluid, Fluid Buffer
gtclassic:lamp, Redstone Controlled Lamp
gtclassic:superconductorcable0, Superconductor Cable
gtclassic:superconductorcable, Superconductor Cable
gtclassic:superconductorcable2, Superconductor Cable
gtclassic:superconductorcable4, Superconductor Cable
gtclassic:tungstenminingpipe, Tungsten Mining Pipe
gtclassic:flintmortar, Flint Mortar
gtclassic:ironmortar, Iron Mortar
gtclassic:orechid, Orechid
gtclassic:lightsource, Light Source
gtclassic:test_tube, Glass Tube
gtclassic:saltpeter_dustsmall, Small Saltpeter Dust
gtclassic:slag_dustsmall, Small Slag Dust
gtclassic:batteryalloy_dustsmall, Small Battery Alloy Dust
gtclassic:glowstone_dustsmall, Small Glowstone Dust
gtclassic:tungsten_dustsmall, Small Tungsten Dust
gtclassic:redalloy_dustsmall, Small Red Alloy Dust
gtclassic:carbon_dustsmall, Small Carbon Dust
gtclassic:thorium_dustsmall, Small Thorium Dust
gtclassic:redgarnet_dustsmall, Small Red Garnet Dust
gtclassic:invar_dustsmall, Small Invar Dust
gtclassic:sulfur_dustsmall, Small Sulfur Dust
gtclassic:chromite_dustsmall, Small Chromite Dust
gtclassic:zinc_dustsmall, Small Zinc Dust
gtclassic:sapphire_dustsmall, Small Sapphire Dust
gtclassic:grossular_dustsmall, Small Grossular Dust
gtclassic:ashes_dustsmall, Small Ash
gtclassic:uvarovite_dustsmall, Small Uvarovite Dust
gtclassic:magnesium_dustsmall, Small Magnesium Dust
gtclassic:gunpowder_dustsmall, Small Gunpowder Dust
gtclassic:sodalite_dustsmall, Small Sodalite Dust
gtclassic:bronze_dustsmall, Small Bronze Dust
gtclassic:yellowgarnet_dustsmall, Small Yellow Garnet Dust
gtclassic:silver_dustsmall, Small Silver Dust
gtclassic:redstone_dustsmall, Small Redstone Dust
gtclassic:steel_dustsmall, Small Steel Dust
gtclassic:endereye_dustsmall, Small Ender Eye Dust
gtclassic:technetium_dustsmall, Small Technetium Dust
gtclassic:lazurite_dustsmall, Small Lazurite Dust
gtclassic:manganese_dustsmall, Small Manganese Dust
gtclassic:magnalium_dustsmall, Small Magnalium Dust
gtclassic:clay_dustsmall, Small Clay Dust
gtclassic:andradite_dustsmall, Small Andradite Dust
gtclassic:gold_dustsmall, Small Gold Dust
gtclassic:copper_dustsmall, Small Copper Dust
gtclassic:darkashes_dustsmall, Small Dark Ash
gtclassic:electrum_dustsmall, Small Electrum Dust
gtclassic:antimony_dustsmall, Small Antimony Dust
gtclassic:bauxite_dustsmall, Small Bauxite Dust
gtclassic:constantan_dustsmall, Small Constantan Dust
gtclassic:lead_dustsmall, Small Lead Dust
gtclassic:enderpearl_dustsmall, Small Ender Pearl Dust
gtclassic:kanthal_dustsmall, Small Kanthal Dust
gtclassic:osmiridium_dustsmall, Small Osmiridium Dust
gtclassic:aluminium_dustsmall, Small Aluminium Dust
gtclassic:charcoal_dustsmall, Small Charcoal Dust
gtclassic:almandine_dustsmall, Small Almandine Dust
gtclassic:pyrope_dustsmall, Small Pyrope Dust
gtclassic:calcite_dustsmall, Small Calcite Dust
gtclassic:galena_dustsmall, Small Galena Dust
gtclassic:pyrite_dustsmall, Small Pyrite Dust
gtclassic:lithium_dustsmall, Small Lithium Dust
gtclassic:platinum_dustsmall, Small Platinum Dust
gtclassic:tin_dustsmall, Small Tin Dust
gtclassic:endstone_dustsmall, Small Endstone Dust
gtclassic:wood_dustsmall, Small Wood Pulp
gtclassic:phosphorus_dustsmall, Small Phosphorus Dust
gtclassic:obsidian_dustsmall, Small Obsidian Dust
gtclassic:chrome_dustsmall, Small Chrome Dust
gtclassic:brass_dustsmall, Small Brass Dust
gtclassic:plutonium_dustsmall, Small Plutonium Dust
gtclassic:marble_dustsmall, Small Marble Dust
gtclassic:flint_dustsmall, Small Flint Dust
gtclassic:coal_dustsmall, Small Coal Dust
gtclassic:uranium_dustsmall, Small Uranium Dust
gtclassic:stainlesssteel_dustsmall, Small Stainless Steel Dust
gtclassic:tungstensteel_dustsmall, Small Tungstensteel Dust
gtclassic:emerald_dustsmall, Small Emerald Dust
gtclassic:sphalerite_dustsmall, Small Sphalerite Dust
gtclassic:titanium_dustsmall, Small Titanium Dust
gtclassic:cassiterite_dustsmall, Small Cassiterite Dust
gtclassic:cinnabar_dustsmall, Small Cinnabar Dust
gtclassic:olivine_dustsmall, Small Olivine Dust
gtclassic:iridium_dustsmall, Small Iridium Dust
gtclassic:spessartine_dustsmall, Small Spessartine Dust
gtclassic:basalt_dustsmall, Small Basalt Dust
gtclassic:netherrack_dustsmall, Small Netherrack Dust
gtclassic:redrock_dustsmall, Small RedRock Dust
gtclassic:nickel_dustsmall, Small Nickel Dust
gtclassic:coke_dustsmall, Small Coal Coke Dust
gtclassic:osmium_dustsmall, Small Osmium Dust
gtclassic:ruby_dustsmall, Small Ruby Dust
gtclassic:silicondioxide_dustsmall, Small Silicon Dioxide Dust
gtclassic:stone_dustsmall, Small Stone Dust
gtclassic:diamond_dustsmall, Small Diamond Dust
gtclassic:silicon_dustsmall, Small Silicon Dust
gtclassic:granite_dustsmall, Small Granite Dust
gtclassic:iron_dustsmall, Small Iron Dust
gtclassic:tetrahedrite_dustsmall, Small Tetrahedrite Dust
gtclassic:nichrome_dustsmall, Small Nichrome Dust
gtclassic:thorium_dusttiny, item.gtclassic.dusttinyThorium.name
gtclassic:sulfur_dusttiny, Tiny Sulfur Dust
gtclassic:zinc_dusttiny, Tiny Zinc Dust
gtclassic:grossular_dusttiny, Tiny Grossular Dust
gtclassic:yellowgarnet_dusttiny, Tiny Yellow Garnet Dust
gtclassic:silver_dusttiny, Tiny Silver Dust
gtclassic:redstone_dusttiny, Tiny Redstone Dust
gtclassic:manganese_dusttiny, Tiny Manganese Dust
gtclassic:gold_dusttiny, Tiny Gold Dust
gtclassic:copper_dusttiny, Tiny Copper Dust
gtclassic:antimony_dusttiny, Tiny Antimony Dust
gtclassic:lead_dusttiny, Tiny Lead Dust
gtclassic:platinum_dusttiny, Tiny Platinum Dust
gtclassic:tin_dusttiny, Tiny Tin Dust
gtclassic:phosphorus_dusttiny, Tiny Phosphorus Dust
gtclassic:chrome_dusttiny, Tiny Chrome Dust
gtclassic:uranium_dusttiny, Tiny Uranium Dust
gtclassic:titanium_dusttiny, Tiny Titanium Dust
gtclassic:iridium_dusttiny, Tiny Iridium Dust
gtclassic:nickel_dusttiny, Tiny Nickel Dust
gtclassic:osmium_dusttiny, Tiny Osmium Dust
gtclassic:iron_dusttiny, Tiny Iron Dust
gtclassic:tungsten_crushedore, Crushed Tungsten Ore
gtclassic:chromite_crushedore, Crushed Chromite Ore
gtclassic:silver_crushedore, Crushed Silver Ore
gtclassic:gold_crushedore, Crushed Gold Ore
gtclassic:copper_crushedore, Crushed Copper Ore
gtclassic:bauxite_crushedore, Crushed Bauxite Ore
gtclassic:lead_crushedore, Crushed Lead Ore
gtclassic:galena_crushedore, Crushed Galena Ore
gtclassic:pyrite_crushedore, Crushed Pyrite Ore
gtclassic:platinum_crushedore, Crushed Platinum Ore
gtclassic:tin_crushedore, Crushed Tin Ore
gtclassic:uranium_crushedore, Crushed Uranium Ore
gtclassic:sphalerite_crushedore, Crushed Sphalerite Ore
gtclassic:cassiterite_crushedore, Crushed Cassiterite Ore
gtclassic:cinnabar_crushedore, Crushed Cinnabar Ore
gtclassic:iridium_crushedore, Crushed Iridium Ore
gtclassic:nickel_crushedore, Crushed Nickel Ore
gtclassic:iron_crushedore, Crushed Iron Ore
gtclassic:tetrahedrite_crushedore, Crushed Tetrahedrite Ore
gtclassic:tungsten_crushedorepurified, Purified Crushed Tungsten Ore
gtclassic:chromite_crushedorepurified, Purified Crushed Chromite Ore
gtclassic:silver_crushedorepurified, Purified Crushed Silver Ore
gtclassic:gold_crushedorepurified, Purified Crushed Gold Ore
gtclassic:copper_crushedorepurified, Purified Crushed Copper Ore
gtclassic:bauxite_crushedorepurified, Purified Crushed Bauxite Ore
gtclassic:lead_crushedorepurified, Purified Crushed Lead Ore
gtclassic:galena_crushedorepurified, Purified Crushed Galena Ore
gtclassic:pyrite_crushedorepurified, Purified Crushed Pyrite Ore
gtclassic:platinum_crushedorepurified, Purified Crushed Platinum Ore
